id,Address,BuildingAddress,Community,CompletionDate,InspectionDate,PermitNumber,StickerNumber,Ward,longitude,latitude,location,Pick?,Prices,Square footage
152,147R HAWKLEY VALLEY RD NW,147 HAWKLEY VALLEY RD NW,HAWKWOOD,05/30/2017 12:00:00 AM,May 30 2017,BP2016-14981,655,2,-114.178703230317,51.1255835779392,"(51.1255835779392, -114.178703230317)",TRUE,215.360574390475,430.72114878095
33,10G MURMANSK WY SW,10G MURMANSK WY SW,CFB - CURRIE,08/23/2011 12:00:00 AM,August 11 2011,BP2010-11610,29,8,-114.132983566036,51.0189326539186,"(51.0189326539186, -114.132983566036)",FALSE,632.577440934907,1265.15488186981
89,1225 27 ST SE,1225 27 ST SE,ALBERT PARK/RADISSON HEIGHTS,01/14/2015 12:00:00 AM,January 14 2015,BP2013-16246,325,9,-113.995750752704,51.0423289813569,"(51.0423289813569, -113.995750752704)",FALSE,3.40718901787218,6.81437803574436
36,1103 21 AV NW,1103 21 AV NW,CAPITOL HILL,05/29/2017 12:00:00 AM,May 29 2017,BP2016-07915,765,7,-114.0851865497,51.07127454038,"(51.07127454038, -114.0851865497)",FALSE,836.552954541506,1673.10590908301
87,122 WALDEN CR SE,122 WALDEN CR SE,WALDEN,05/23/2017 12:00:00 AM,May 23 2017,BP2017-02060,758,14,-114.039388145863,50.8713208813387,"(50.8713208813387, -114.039388145863)",FALSE,476.827094900087,953.654189800173
117,134G WESTOVER DR SW,134G WESTOVER DR SW,WESTGATE,02/14/2011 12:00:00 AM,February 11 2011,BP2010-00461,12,6,-114.161220169901,51.0479908511768,"(51.0479908511768, -114.161220169901)",FALSE,438.555948244762,877.111896489525
96,1243 MARDALE DR NE,1243 MARDALE DR NE,MARLBOROUGH,12/07/2010 12:00:00 AM,November 29 2010,BP2010-10924,31,10,-113.969609192344,51.0651939825578,"(51.0651939825578, -113.969609192344)",FALSE,958.941556511631,1917.88311302326
121,137 HOWSE AV NE,137 HOWSE AV NE,LIVINGSTON,09/22/2017 12:00:00 AM,September 22 2017,BP2017-05097,839,3,-114.068208403897,51.1874184390974,"(51.1874184390974, -114.068208403897)",FALSE,386.892267042954,773.784534085907
157,1496 PANATELLA BV NW,1496 PANATELLA BV NW,PANORAMA HILLS,05/28/2013 12:00:00 AM,May 27 2013,BP2012-17287,234,3,-114.083221855369,51.1701464842566,"(51.1701464842566, -114.083221855369)",FALSE,63.5944569078784,127.188913815757
136,141 EVEROAK PA SW,141 EVEROAK PA SW,EVERGREEN,02/10/2012 12:00:00 AM,February 08 2012,BP2011-02416,55,13,-114.11489886054,50.9171774754134,"(50.9171774754134, -114.11489886054)",FALSE,328.197954230759,656.395908461517
14,1036 ABBEYDALE DR NE,1036 ABBEYDALE DR NE,ABBEYDALE,04/02/2014 12:00:00 AM,March 11 2014,BP2013-07163,284,10,-113.926275615807,51.0579320363244,"(51.0579320363244, -113.926275615807)",FALSE,973.748781813792,1947.49756362758
69,118G ELGIN MEADOWS CI SE,118G ELGIN MEADOWS CI SE,MCKENZIE TOWNE,05/26/2010 12:00:00 AM,April 16 2010,BP2009-12795,9,12,-113.954169815511,50.9082343634718,"(50.9082343634718, -113.954169815511)",FALSE,866.369522479645,1732.73904495929
107,1304 4 ST NW,1304 4 ST NW,CRESCENT HEIGHTS,02/15/2013 12:00:00 AM,February 13 2013,BP2012-10197,177,7,-114.071255309516,51.0635913402063,"(51.0635913402063, -114.071255309516)",FALSE,959.231420388495,1918.46284077699
15,104 ABINGER CR NE,104 ABINGER CR NE,ABBEYDALE,05/13/2016 12:00:00 AM,May 13 2016,BP2015-00648,545,10,-113.932580995306,51.0567405436772,"(51.0567405436772, -113.932580995306)",FALSE,719.776432614566,1439.55286522913
52,11303 11 ST SW,11303 11 ST SW,SOUTHWOOD,12/27/2016 12:00:00 AM,December 27 2016,BP2016-00977,654,11,-114.088425322057,50.9512482299536,"(50.9512482299536, -114.088425322057)",FALSE,134.755039776694,269.510079553388
24,107R KINCORA GLEN RD NW,107 KINCORA GLEN RD NW,KINCORA,06/25/2014 12:00:00 AM,June 24 2014,BP2012-17315,1,2,-114.137182952004,51.1652921972863,"(51.1652921972863, -114.137182952004)",FALSE,256.888517379002,513.777034758004
55,113G AUBURN CREST GR SE,113G AUBURN CREST GR SE,AUBURN BAY,07/17/2014 12:00:00 AM,July 11 2014,BP2013-16822,317,12,-113.947248538745,50.8847118277542,"(50.8847118277542, -113.947248538745)",FALSE,456.416880610465,912.833761220931
74,11R ASPEN VISTA WY SW,11 ASPEN VISTA WY SW,ASPEN WOODS,05/17/2017 12:00:00 AM,May 17 2017,BP2016-11015,754,6,-114.204071421061,51.0439352932897,"(51.0439352932897, -114.204071421061)",FALSE,590.647067869603,1181.29413573921
114,1336 37 ST SE,1336 37 ST SE,FOREST LAWN,08/24/2015 12:00:00 AM,July 31 2015,BP2015-07793,433,9,-113.979814593027,51.0412278436349,"(51.0412278436349, -113.979814593027)",FALSE,608.194017884487,1216.38803576897
44,111R KINCORA MR NW,111 KINCORA MR NW,KINCORA,05/18/2012 12:00:00 AM,May 17 2012,BP2011-15412,75,2,-114.134902594097,51.1575506415976,"(51.1575506415976, -114.134902594097)",FALSE,268.352895368656,536.705790737313
40,1111 40 ST SE,1111 40 ST SE,FOREST LAWN,04/08/2015 12:00:00 AM,March 11 2015,BP2014-15208,377,9,-113.976058432396,51.0435978540085,"(51.0435978540085, -113.976058432396)",FALSE,739.525201070956,1479.05040214191
73,11G TOMMY PRINCE RD SW,11G TOMMY PRINCE RD SW,CFB - CURRIE,09/14/2012 12:00:00 AM,September 13 2012,BP2012-02516,126,8,-114.131045725405,51.0208394890704,"(51.0208394890704, -114.131045725405)",FALSE,606.540707326623,1213.08141465325
139,143 ABINGDON WY NE,143 ABINGDON WY NE,ABBEYDALE,11/24/2015 12:00:00 AM,November 24 2015,BP2014-06260,448,10,-113.925803346944,51.0647824530514,"(51.0647824530514, -113.925803346944)",FALSE,980.889770984766,1961.77954196953
10,1027G 9 ST SE,1027G 9 ST SE,RAMSAY,08/31/2017 12:00:00 AM,August 31 2017,BP2016-11064,821,9,-114.040862076004,51.0408777141217,"(51.0408777141217, -114.040862076004)",FALSE,889.25383653338,1778.50767306676
26,108 EVANSVIEW RD NW,108 EVANSVIEW RD NW,EVANSTON,06/16/2016 12:00:00 AM,June 14 2016,BP2015-16276,526,2,-114.121070717929,51.168892846777,"(51.168892846777, -114.121070717929)",FALSE,286.364318952631,572.728637905262
42,1118 18 AV NW,1118 18 AV NW,CAPITOL HILL,10/19/2012 12:00:00 AM,October 19 2012,BP2012-10140,174,7,-114.085875040517,51.068950173293,"(51.068950173293, -114.085875040517)",FALSE,973.329046745492,1946.65809349098
94,1238 3 ST NW,1238 3 ST NW,CRESCENT HEIGHTS,02/12/2013 12:00:00 AM,February 11 2013,BP2012-12578,180,7,-114.069695965635,51.0631763895727,"(51.0631763895727, -114.069695965635)",FALSE,430.458019206213,860.916038412425
28,10808 5 ST SW,10806 5 ST SW,SOUTHWOOD,09/15/2017 12:00:00 AM,September 15 2017,BP2017-06627,829,11,-114.077273178173,50.95624193461,"(50.95624193461, -114.077273178173)",FALSE,325.746465103261,651.492930206522
163,150G ELGIN MEADOWS WY SE,150G ELGIN MEADOWS WY SE,MCKENZIE TOWNE,03/27/2012 12:00:00 AM,March 02 2012,BP2011-12387,92,12,-113.955920363042,50.9062576807871,"(50.9062576807871, -113.955920363042)",FALSE,921.098106922782,1842.19621384556
68,11810 ELBOW DR SW,11808 ELBOW DR SW,CANYON MEADOWS,08/17/2017 12:00:00 AM,August 17 2017,BP2016-06643,812,13,-114.084006239808,50.947496687722,"(50.947496687722, -114.084006239808)",FALSE,155.794631773301,311.589263546602
59,115 COPPERSTONE BV SE,115 COPPERSTONE BV SE,COPPERFIELD,09/23/2016 12:00:00 AM,September 23 2016,BP2015-13464,594,12,-113.927592398909,50.9179905600566,"(50.9179905600566, -113.927592398909)",FALSE,181.457121425329,362.914242850658
108,130G 7 AV NW,130G 7 AV NW,CRESCENT HEIGHTS,07/19/2016 12:00:00 AM,July 19 2016,BP2015-14207,556,7,-114.06427541498,51.0592609896018,"(51.0592609896018, -114.06427541498)",FALSE,98.7463875814625,197.492775162925
132,140 EVERHOLLOW ST SW,140 EVERHOLLOW ST SW,EVERGREEN,08/02/2016 12:00:00 AM,April 29 2016,BP2015-06678,568,13,-114.117514153227,50.917457866814,"(50.917457866814, -114.117514153227)",FALSE,600.383823169113,1200.76764633823
78,1201 RENFREW DR NE,1201 RENFREW DR NE,RENFREW,02/23/2015 12:00:00 AM,February 23 2015,BP2014-08258,367,9,-114.033930991466,51.0624507533604,"(51.0624507533604, -114.033930991466)",FALSE,857.936514753985,1715.87302950797
141,1430G 11 AV SE,1430G 11 AV SE,INGLEWOOD,04/10/2014 12:00:00 AM,June 07 2013,BP2009-12323,8,9,-114.030982979928,51.0382535076173,"(51.0382535076173, -114.030982979928)",FALSE,954.520079579921,1909.04015915984
162,1506 40 ST SE,1506 40 ST SE,FOREST LAWN,01/28/2011 12:00:00 AM,January 21 2011,BP2010-10096,22,9,-113.975410566145,51.0406219816199,"(51.0406219816199, -113.975410566145)",FALSE,318.577210901062,637.154421802124
72,1195R ABBEYDALE DR NE,1195 ABBEYDALE DR NE,ABBEYDALE,03/27/2012 12:00:00 AM,February 16 2012,BP2011-06107,76,10,-113.931660051836,51.0536564456374,"(51.0536564456374, -113.931660051836)",FALSE,264.756379361501,529.512758723001
66,116G PRESTWICK DR SE,116G PRESTWICK DR SE,MCKENZIE TOWNE,04/26/2010 12:00:00 AM,April 21 2010,BP2009-13460,10,12,-113.969863054949,50.9236665256656,"(50.9236665256656, -113.969863054949)",FALSE,909.342835574109,1818.68567114822
135,1408 38 ST SW,1406 38 ST SW,ROSSCARROCK,07/24/2012 12:00:00 AM,June 29 2012,BP2012-01389,123,6,-114.142262216984,51.0411698218947,"(51.0411698218947, -114.142262216984)",FALSE,365.498709334863,730.997418669726
111,13108 COVENTRY HILLS WY NE,13108 COVENTRY HILLS WY NE,COVENTRY HILLS,06/15/2016 12:00:00 AM,May 24 2016,BP2015-10594,686,3,-114.052317307548,51.1695792570949,"(51.1695792570949, -114.052317307548)",FALSE,406.70095190821,813.401903816419
112,1311 18 AV NW,1311 18 AV NW,CAPITOL HILL,08/15/2017 12:00:00 AM,August 14 2017,BP2016-04523,807,7,-114.090591265451,51.068547965459,"(51.068547965459, -114.090591265451)",FALSE,337.290280785851,674.580561571703
125,139 ELGIN MEADOWS WY SE,139 ELGIN MEADOWS WY SE,MCKENZIE TOWNE,10/31/2014 12:00:00 AM,October 08 2014,BP2014-10572,412,12,-113.956478486273,50.9059996449131,"(50.9059996449131, -113.956478486273)",FALSE,952.161539350129,1904.32307870026
122,137 PANAMOUNT PL NW,137 PANAMOUNT PL NW,PANORAMA HILLS,06/03/2015 12:00:00 AM,May 11 2015,BP2014-17172,421,3,-114.082241085373,51.1593664157067,"(51.1593664157067, -114.082241085373)",FALSE,481.651265342574,963.302530685149
115,134 COVINGTON RD NE,136 COVINGTON RD NE,COVENTRY HILLS,06/01/2015 12:00:00 AM,May 29 2015,BP2015-02252,423,3,-114.039581675652,51.1578881450684,"(51.1578881450684, -114.039581675652)",FALSE,784.061971694266,1568.12394338853
80,1205 28 ST SE,1205 28 ST SE,ALBERT PARK/RADISSON HEIGHTS,06/06/2016 12:00:00 AM,May 13 2016,BP2016-01986,523,9,-113.993348359578,51.0435316060822,"(51.0435316060822, -113.993348359578)",FALSE,701.57073737139,1403.14147474278
120,1355 5 AV NW,1355 5 AV NW,HILLHURST,07/11/2017 12:00:00 AM,July 11 2017,BP2016-04801,790,7,-114.092589332064,51.0569463599448,"(51.0569463599448, -114.092589332064)",FALSE,73.2004921912011,146.400984382402
11,103 ELGIN VW SE,103 ELGIN VW SE,MCKENZIE TOWNE,07/18/2017 12:00:00 AM,July 18 2017,BP2015-04661,861,12,-113.966812428505,50.9051633783733,"(50.9051633783733, -113.966812428505)",FALSE,991.90473856013,1983.80947712026
116,134 KINCORA MR NW,134 KINCORA MR NW,KINCORA,09/26/2016 12:00:00 AM,February 05 2016,BP2015-02855,486,2,-114.136078700194,51.1573257538761,"(51.1573257538761, -114.136078700194)",TRUE,295.576025699192,591.152051398385
129,13R ASPEN VISTA RD SW,13 ASPEN VISTA RD SW,ASPEN WOODS,01/16/2017 12:00:00 AM,January 16 2017,BP2016-07196,666,6,-114.203111171718,51.0442328005146,"(51.0442328005146, -114.203111171718)",FALSE,241.005045726647,482.010091453295
27,10804 5 ST SW,10804 5 ST SW,SOUTHWOOD,12/22/2011 12:00:00 AM,December 21 2011,BP2011-03858,80,11,-114.077295542173,50.9564068390054,"(50.9564068390054, -114.077295542173)",FALSE,775.688170589945,1551.37634117989
82,1216 RANCHLANDS BV NW,1216 RANCHLANDS BV NW,RANCHLANDS,05/10/2016 12:00:00 AM,May 06 2016,BP2015-14914,520,2,-114.193216594921,51.1200672207482,"(51.1200672207482, -114.193216594921)",FALSE,698.223240525302,1396.4464810506
110,1310 10 AV SE,1310 10 AV SE,INGLEWOOD,07/29/2016 12:00:00 AM,July 29 2016,BP2015-15178,560,9,-114.034299040798,51.0403594083833,"(51.0403594083833, -114.034299040798)",FALSE,390.295457989625,780.590915979249
63,116 WHITESIDE CR NE,116 WHITESIDE CR NE,WHITEHORN,07/18/2017 12:00:00 AM,July 18 2017,BP2017-00065,795,5,-113.961019753814,51.087308305781,"(51.087308305781, -113.961019753814)",FALSE,271.505539739816,543.011079479632
93,1232G 19 AV NW,1232G 19 AV NW,CAPITOL HILL,10/13/2017 12:00:00 AM,October 13 2017,BP2016-11953,850,7,-114.089125050225,51.0700199238506,"(51.0700199238506, -114.089125050225)",FALSE,935.226386840915,1870.45277368183
29,10821 5 ST SW,10821 5 ST SW,SOUTHWOOD,04/25/2016 12:00:00 AM,April 01 2016,BP2015-05038,592,11,-114.077858385439,50.955762367824,"(50.955762367824, -114.077858385439)",FALSE,285.11337167849,570.226743356979
158,14R ARBOUR LAKE PL NW,14 ARBOUR LAKE PL NW,ARBOUR LAKE,06/02/2016 12:00:00 AM,June 02 2016,BP2016-03863,534,2,-114.190392170644,51.1365241597734,"(51.1365241597734, -114.190392170644)",FALSE,326.782138084486,653.564276168971
23,10501 SACRAMENTO DR SW,10501 SACRAMENTO DR SW,SOUTHWOOD,10/26/2017 12:00:00 AM,October 26 2017,BP2017-05834,858,11,-114.077199521597,50.959894045605,"(50.959894045605, -114.077199521597)",FALSE,449.575560036022,899.151120072043
90,122R ARBOUR RIDGE PA NW,122 ARBOUR RIDGE PA NW,ARBOUR LAKE,04/24/2017 12:00:00 AM,April 24 2017,BP2017-01259,736,2,-114.182835358325,51.1410178277459,"(51.1410178277459, -114.182835358325)",FALSE,634.466009972339,1268.93201994468
79,1203 RENFREW DR NE,1203 RENFREW DR NE,RENFREW,08/18/2014 12:00:00 AM,August 18 2014,BP2014-08259,368,9,-114.034021950584,51.0625267708447,"(51.0625267708447, -114.034021950584)",FALSE,574.29833881013,1148.59667762026
57,1149R 10 ST SE,1149 10 ST SE,RAMSAY,03/31/2017 12:00:00 AM,March 31 2017,BP2017-01916,719,9,-114.038358567341,51.0380549566635,"(51.0380549566635, -114.038358567341)",FALSE,923.218997368213,1846.43799473643
12,103 HARVEST GOLD CI NE,103 HARVEST GOLD CI NE,HARVEST HILLS,04/02/2015 12:00:00 AM,April 02 2015,BP2014-18950,396,3,-114.065163936117,51.1446175890396,"(51.1446175890396, -114.065163936117)",FALSE,987.829181053637,1975.65836210727
71,119 7 AV NE,119 7 AV NE,CRESCENT HEIGHTS,08/18/2017 12:00:00 AM,August 18 2017,BP2016-09257,813,7,-114.061223205872,51.0586604881632,"(51.0586604881632, -114.061223205872)",FALSE,21.0372414484373,42.0744828968747
75,12 ALLANDALE CL SE,12 ALLANDALE CL SE,ACADIA,08/10/2017 12:00:00 AM,June 09 2017,BP2016-11019,771,9,-114.049288275803,50.9724203038253,"(50.9724203038253, -114.049288275803)",FALSE,721.591472851371,1443.18294570274
100,126 QUARRY DR SE,126 QUARRY DR SE,DOUGLASDALE/GLEN,08/21/2012 12:00:00 AM,August 20 2012,BP2012-02315,128,12,-114.017018048751,50.9587845517302,"(50.9587845517302, -114.017018048751)",FALSE,621.791577199944,1243.58315439989
32,1097 BRIGHTONCREST CM SE,1097 BRIGHTONCREST CM SE,NEW BRIGHTON,10/16/2015 12:00:00 AM,September 24 2015,BP2014-19542,578,12,-113.947728249246,50.9256770780205,"(50.9256770780205, -113.947728249246)",FALSE,259.976570715288,519.953141430576
150,147 ST MORITZ TC SW,147 ST MORITZ TC SW,SPRINGBANK HILL,05/25/2015 12:00:00 AM,May 22 2015,BP2014-16397,416,6,-114.21161136299,51.0365315622599,"(51.0365315622599, -114.21161136299)",FALSE,583.265293369167,1166.53058673833
58,114G ELGIN MEADOWS CI SE,114G ELGIN MEADOWS CI SE,MCKENZIE TOWNE,07/05/2011 12:00:00 AM,June 29 2011,BP2010-11233,24,12,-113.954028758365,50.9082691620354,"(50.9082691620354, -113.954028758365)",FALSE,63.0009642416811,126.001928483362
70,118G QUARRY DR SE,118G QUARRY DR SE,DOUGLASDALE/GLEN,02/07/2012 12:00:00 AM,January 17 2012,BP2011-10310,440,12,-114.016653996763,50.9589963784767,"(50.9589963784767, -114.016653996763)",FALSE,886.870974749949,1773.7419494999
18,104 WESTMINSTER DR SW,104 WESTMINSTER DR SW,WESTGATE,12/28/2012 12:00:00 AM,December 27 2012,BP2011-13440,96,6,-114.160290418565,51.0463319862739,"(51.0463319862739, -114.160290418565)",TRUE,127.305758708567,254.611517417134
124,138G ELGIN VW SE,138G ELGIN VW SE,MCKENZIE TOWNE,10/09/2015 12:00:00 AM,October 09 2015,BP2013-01875,446,12,-113.968054244452,50.9056319662413,"(50.9056319662413, -113.968054244452)",FALSE,488.203244491534,976.406488983068
85,122 COVILLE CI NE,122 COVILLE CI NE,COVENTRY HILLS,05/26/2015 12:00:00 AM,May 01 2015,BP2015-02318,424,3,-114.040312332378,51.1724210540048,"(51.1724210540048, -114.040312332378)",FALSE,567.096593751036,1134.19318750207
30,10823 5 ST SW,10823 5 ST SW,SOUTHWOOD,04/25/2016 12:00:00 AM,April 01 2016,BP2015-05031,593,11,-114.077858956224,50.9557036096371,"(50.9557036096371, -114.077858956224)",FALSE,206.52912928509,413.058258570181
86,122 QUARRY DR SE,122 QUARRY DR SE,DOUGLASDALE/GLEN,06/06/2012 12:00:00 AM,June 06 2012,BP2012-02316,129,12,-114.01684112856,50.9587789137575,"(50.9587789137575, -114.01684112856)",FALSE,568.692248767858,1137.38449753572
159,14R WALDEN CR SE,14 WALDEN CR SE,WALDEN,06/21/2013 12:00:00 AM,June 19 2013,BP2013-03079,271,14,-114.038535055865,50.8731745805339,"(50.8731745805339, -114.038535055865)",TRUE,876.512899447594,1753.02579889519
81,1215 25 ST SE,1215 25 ST SE,ALBERT PARK/RADISSON HEIGHTS,04/28/2017 12:00:00 AM,April 28 2017,BP2017-02906,741,9,-114.000559785902,51.0423039129665,"(51.0423039129665, -114.000559785902)",FALSE,100.670104627001,201.340209254002
35,110 TUSCARORA PL NW,110 TUSCARORA PL NW,TUSCANY,11/21/2016 12:00:00 AM,November 21 2016,BP2016-13783,631,1,-114.234643098159,51.1276382582026,"(51.1276382582026, -114.234643098159)",FALSE,216.918155309558,433.836310619117
19,104 WESTWOOD DR SW,104 WESTWOOD DR SW,WESTGATE,03/06/2017 12:00:00 AM,March 06 2017,BP2015-13833,706,6,-114.162251459406,51.0464524128813,"(51.0464524128813, -114.162251459406)",FALSE,446.167884271639,892.335768543278
60,1152 RANCHLANDS BV NW,1152 RANCHLANDS BV NW,RANCHLANDS,12/21/2012 12:00:00 AM,December 21 2012,BP2012-16226,221,2,-114.190868272302,51.1184229185746,"(51.1184229185746, -114.190868272302)",FALSE,258.724912393208,517.449824786415
154,14848 MT MCKENZIE DR SE,14848 MT MCKENZIE DR SE,MCKENZIE LAKE,01/31/2017 12:00:00 AM,January 31 2017,BP2016-15029,677,12,-113.981141176429,50.9209940031809,"(50.9209940031809, -113.981141176429)",TRUE,964.720150406562,1929.44030081312
46,112 SELKIRK DR SW,112 SELKIRK DR SW,SOUTHWOOD,04/20/2012 12:00:00 AM,April 18 2012,BP2011-13482,97,11,-114.093938963369,50.9630128624053,"(50.9630128624053, -114.093938963369)",TRUE,719.044300204199,1438.0886004084
738,69 SAGE MEADOWS WY NW,69 SAGE MEADOWS WY NW,SAGE HILL,02/14/2017 12:00:00 AM,February 14 2017,BP2015-15734,692,3,-114.1316253641,51.1732646860262,"(51.1732646860262, -114.1316253641)",FALSE,488.079754346151,976.159508692302
845,927G 32 ST NW,927G 32 ST NW,PARKDALE,08/30/2017 12:00:00 AM,August 30 2017,BP2016-08612,817,7,-114.130643836247,51.0601176520028,"(51.0601176520028, -114.130643836247)",FALSE,407.409857279445,814.819714558891
785,78R MARTHA'S MEADOW DR NE,78 MARTHA'S MEADOW DR NE,MARTINDALE,12/20/2016 12:00:00 AM,December 20 2016,BP2016-07661,646,3,-113.963874851645,51.1249200453665,"(51.1249200453665, -113.963874851645)",FALSE,407.793248196153,815.586496392306
326,2201 BRIGHTONCREST GR SE,2199 BRIGHTONCREST GR SE,NEW BRIGHTON,02/17/2016 12:00:00 AM,January 26 2016,BP2015-09651,489,12,-113.939916011009,50.9257176040533,"(50.9257176040533, -113.939916011009)",FALSE,607.468568046836,1214.93713609367
323,22 SAGE BERRY WY NW,22 SAGE BERRY WY NW,SAGE HILL,12/12/2016 12:00:00 AM,December 12 2016,BP2016-05553,639,2,-114.156504597902,51.1806934769962,"(51.1806934769962, -114.156504597902)",FALSE,821.87095957173,1643.74191914346
540,4008 16A ST SE,4008 16A ST SE,ALYTH/BONNYBROOK,10/23/2017 12:00:00 AM,October 23 2017,BP2017-07591,855,9,-114.020456464606,51.020107625891,"(51.020107625891, -114.020456464606)",FALSE,389.790991890649,779.581983781298
